"","n.obs","year","sim","segment"
"114",6,6,6,42
"115",6,6,6,43
"116",6,6,6,44
"117",6,6,6,47
"118",6,6,6,48
"119",6,6,6,49
"120",6,6,6,36
"121",6,6,6,50
"122",6,6,6,45
"123",6,6,6,46
"124",6,6,6,42
"125",6,6,6,41
"126",6,6,6,40
"127",6,6,6,39
"128",6,6,6,38
"129",6,6,6,37
"130",6,6,6,36
"131",6,6,6,43
"132",6,6,6,44
"133",6,6,6,46
"134",6,6,6,47
"135",6,6,6,48
"136",6,6,6,49
"137",6,6,6,39
"138",6,6,6,38
"139",6,6,6,37
"140",6,6,6,36
"141",6,6,6,50
"142",6,6,6,44
"143",6,6,6,45
"144",6,6,6,42
"145",6,6,6,41
"146",6,6,6,40
"147",6,6,6,39
"148",6,6,6,38
"149",6,6,6,37
"150",6,6,6,36
"151",6,6,6,45
"152",6,6,6,46
"153",6,6,6,47
"154",6,6,6,48
"155",6,6,6,49
"156",6,6,6,50
"157",6,6,6,42
"158",6,6,6,43
"159",6,6,6,37
"160",6,6,6,36
"161",6,6,6,48
"162",6,6,6,44
"163",6,6,6,43
"164",6,6,6,42
"165",6,6,6,41
"166",6,6,6,40
"167",6,6,6,39
"168",6,6,6,38
"169",6,6,6,37
"170",6,6,6,36
"171",6,6,6,49
"172",6,6,6,50
"173",6,6,6,45
"174",6,6,6,46
"175",6,6,6,47
"176",6,6,6,40
"177",6,6,6,39
"178",6,6,6,38
"179",6,6,6,37
"180",6,6,6,36
"181",6,6,6,50
"182",6,6,6,41
"183",6,6,6,42
"184",6,6,6,43
"185",6,6,6,44
"186",6,6,6,45
"187",6,6,6,47
"188",6,6,6,48
"189",6,6,6,37
"190",6,6,6,36
"191",6,6,6,46
"192",6,6,6,49
"193",6,6,6,43
"194",6,6,6,42
"195",6,6,6,41
"196",6,6,6,40
"197",6,6,6,39
"198",6,6,6,38
"199",6,6,6,37
"200",6,6,6,36
"201",6,6,6,9
"202",6,6,6,12
"203",6,6,6,22
"204",6,6,6,23
"205",6,6,6,32
"206",6,6,6,33
"207",6,6,6,35
"208",6,6,6,36
"209",6,6,6,46
"210",6,6,6,48
"211",6,6,6,45
"212",6,6,6,44
"213",6,6,6,43
"214",6,6,6,42
"215",6,6,6,41
"216",6,6,6,40
"217",6,6,6,39
"218",6,6,6,38
"219",6,6,6,37
"220",6,6,6,36
"221",6,6,6,46
"222",6,6,6,47
"223",6,6,6,48
"224",6,6,6,49
"225",6,6,6,50
"226",6,6,6,40
"227",6,6,6,39
"228",6,6,6,38
"229",6,6,6,37
"230",6,6,6,36
"231",6,6,6,50
"232",6,6,6,41
"233",6,6,6,42
"234",6,6,6,43
"235",6,6,6,44
"236",6,6,6,45
"237",6,6,6,39
"238",6,6,6,38
"239",6,6,6,37
"240",6,6,6,36
"241",6,6,6,40
"242",6,6,6,41
"243",6,6,6,42
"244",6,6,6,43
"245",6,6,6,45
"246",6,6,6,46
"247",6,6,6,47
"248",6,6,6,48
"249",6,6,6,49
"250",6,6,6,36
"251",6,6,6,50
"252",6,6,6,44
"253",6,6,6,47
"254",6,6,6,42
"255",6,6,6,41
"256",6,6,6,40
"257",6,6,6,39
"258",6,6,6,38
"259",6,6,6,37
"260",6,6,6,36
"261",6,6,6,43
"262",6,6,6,45
"263",6,6,6,46
"264",6,6,6,48
"265",6,6,6,49
"266",6,6,6,40
"267",6,6,6,39
"268",6,6,6,38
"269",6,6,6,37
"270",6,6,6,36
"271",6,6,6,49
"272",6,6,6,50
"273",6,6,6,41
"274",6,6,6,42
"275",6,6,6,44
"276",6,6,6,45
"277",6,6,6,47
"278",6,6,6,38
"279",6,6,6,37
"280",6,6,6,36
"281",6,6,6,46
"282",6,6,6,48
"283",6,6,6,43
"284",6,6,6,42
"285",6,6,6,41
"286",6,6,6,40
"287",6,6,6,39
"288",6,6,6,38
"289",6,6,6,37
"290",6,6,6,36
"291",6,6,6,49
"292",6,6,6,50
"293",6,6,6,40
"294",6,6,6,44
"295",6,6,6,45
"296",6,6,6,46
"297",6,6,6,47
"298",6,6,6,38
"299",6,6,6,37
"300",6,6,6,36
"301",6,6,6,9
"302",6,6,6,12
"303",6,6,6,22
"304",6,6,6,23
"305",6,6,6,32
"306",6,6,6,33
"307",6,6,6,35
"308",6,6,6,36
"309",6,6,6,46
"310",6,6,6,48
"311",6,6,6,49
"312",6,6,6,50
"313",6,6,6,43
"314",6,6,6,42
"315",6,6,6,41
"316",6,6,6,40
"317",6,6,6,39
"318",6,6,6,38
"319",6,6,6,37
"320",6,6,6,36
"321",6,6,6,44
"322",6,6,6,45
"323",6,6,6,46
"324",6,6,6,47
"325",6,6,6,48
"326",6,6,6,40
"327",6,6,6,39
"328",6,6,6,38
"329",6,6,6,37
"330",6,6,6,36
"331",6,6,6,49
"332",6,6,6,50
"333",6,6,6,41
"334",6,6,6,42
"335",6,6,6,43
"336",6,6,6,45
"337",6,6,6,47
"338",6,6,6,38
"339",6,6,6,37
"340",6,6,6,36
"341",6,6,6,44
"342",6,6,6,46
"343",6,6,6,48
"344",6,6,6,42
"345",6,6,6,41
"346",6,6,6,40
"347",6,6,6,39
"348",6,6,6,38
"349",6,6,6,37
"350",6,6,6,36
"351",6,6,6,49
"352",6,6,6,50
"353",6,6,6,39
"354",6,6,6,40
"355",6,6,6,43
"356",6,6,6,45
"357",6,6,6,46
"358",6,6,6,47
"359",6,6,6,37
"360",6,6,6,36
"361",6,6,6,47
"362",6,6,6,48
"363",6,6,6,49
"364",6,6,6,50
"365",6,6,6,38
"366",6,6,6,41
"367",6,6,6,42
"368",6,6,6,43
"369",6,6,6,44
"370",6,6,6,45
"371",6,6,6,46
"372",6,6,6,48
"373",6,6,6,43
"374",6,6,6,42
"375",6,6,6,41
"376",6,6,6,40
"377",6,6,6,39
"378",6,6,6,38
"379",6,6,6,37
"380",6,6,6,36
"381",6,6,6,49
"382",6,6,6,50
"383",6,6,6,39
"384",6,6,6,40
"385",6,6,6,44
"386",6,6,6,45
"387",6,6,6,46
"388",6,6,6,47
"389",6,6,6,37
"390",6,6,6,36
"391",6,6,6,48
"392",6,6,6,49
"393",6,6,6,50
"394",6,6,6,41
"395",6,6,6,42
"396",6,6,6,43
"397",6,6,6,39
"398",6,6,6,38
"399",6,6,6,37
"400",6,6,6,36
"401",6,6,6,9
"402",6,6,6,12
"403",6,6,6,22
"404",6,6,6,23
"405",6,6,6,32
"406",6,6,6,33
"407",6,6,6,35
"408",6,6,6,36
"409",6,6,6,46
"410",6,6,6,48
"411",6,6,6,45
"412",6,6,6,49
"413",6,6,6,43
"414",6,6,6,42
"415",6,6,6,41
"416",6,6,6,40
"417",6,6,6,39
"418",6,6,6,38
"419",6,6,6,37
"420",6,6,6,36
"421",6,6,6,50
"422",6,6,6,44
"423",6,6,6,46
"424",6,6,6,47
"425",6,6,6,48
"426",6,6,6,40
"427",6,6,6,39
"428",6,6,6,38
"429",6,6,6,37
"430",6,6,6,36
"431",6,6,6,49
"432",6,6,6,50
"433",6,6,6,41
"434",6,6,6,42
"435",6,6,6,43
"436",6,6,6,45
"437",6,6,6,46
"438",6,6,6,38
"439",6,6,6,37
"440",6,6,6,36
"441",6,6,6,44
"442",6,6,6,47
"443",6,6,6,48
"444",6,6,6,42
"445",6,6,6,41
"446",6,6,6,40
"447",6,6,6,39
"448",6,6,6,38
"449",6,6,6,37
"450",6,6,6,36
"451",6,6,6,48
"452",6,6,6,49
"453",6,6,6,50
"454",6,6,6,43
"455",6,6,6,45
"456",6,6,6,46
"457",6,6,6,39
"458",6,6,6,38
"459",6,6,6,37
"460",6,6,6,36
"461",6,6,6,50
"462",6,6,6,40
"463",6,6,6,41
"464",6,6,6,42
"465",6,6,6,44
"466",6,6,6,45
"467",6,6,6,47
"468",6,6,6,38
"469",6,6,6,37
"470",6,6,6,36
"471",6,6,6,41
"472",6,6,6,43
"473",6,6,6,46
"474",6,6,6,47
"475",6,6,6,48
"476",6,6,6,49
"477",6,6,6,39
"478",6,6,6,38
"479",6,6,6,37
"480",6,6,6,36
"481",6,6,6,49
"482",6,6,6,50
"483",6,6,6,39
"484",6,6,6,40
"485",6,6,6,42
"486",6,6,6,44
"487",6,6,6,45
"488",6,6,6,46
"489",6,6,6,37
"490",6,6,6,36
"491",6,6,6,40
"492",6,6,6,41
"493",6,6,6,42
"494",6,6,6,43
"495",6,6,6,45
"496",6,6,6,47
"497",6,6,6,48
"498",6,6,6,38
"499",6,6,6,37
"500",6,6,6,36
